Tweet,Sentimiento
gracias a nuestro sistema de salud yo tengo las dos dosis de pfizer y el refuerzo de astrazeneca y a un amigo con lupus le pusieron moderna ante el minimo riesgo que implicaba astrazeneca para el,positive
irresponsable que minsaludcol ponga astrazeneca como tercera dosis a personas pfizer por el solo hecho que les sobra respeten la recomendacion del fabricante fruizgomez con esa decision matan mayores de años en colombia,negative
absolutamente todo organizado alcajica tercera dosis covid astrazeneca no es que no esten las vacunas lo que pasa es que la gente prefiere fiesta y compras de diciembre celebraciones y demas que vigilar por su salud vida y la de los suyos,positive
no es no pongaselas a su abuela expliquele a los incautos que esperan la segunda de pfizer que les toca meterse esta y astrazeneca porque se les estan quedando en el negocio,negative
tenemos las neveras llenas de astrazeneca,neutral
en dorado plaza me colocaron janssen de refuerzo pero te dan a elegir si quieres astrazeneca,positive
tambien me senti bien con la moderna,positive
pocos se quiren poner la sinovac,neutral
es increible que aun no lleguen mas dosis de moderna a cali solo hay astrazeneca,negative
estoy en corferias no aplica pico y cedula segunda dosis de todas las vacunas en el momento hasta agotar existencias sin restriccion de edades para primeras dosis tienen de edades entre para pfizer y mayores de edad primera dosis astrazeneca,positive
para menores de edad se esta aplicando astrazeneca,neutral
señores hoy me aplique la famosa sinovac nada de efectos nada de desanimos todo correcto hasta ahora,positive
segunda dosis de pfizer check,positive
el gobierno quiere ponernos la vacuna astrazeneca a la fuerza quien sabe que cuento tendra eso o sera que le estan pagando al señor ivanduque por usar masivamente esa vacuna,negative
en muchos paises se estan oponiendo al uso de la pfizer porque en colombia siguen insistiendo con esa vacuna,negative
lo de las vacunas es un negociazo quien sabe cuanto dinero ya se habran hecho con las ventas de esas pfizer jum,negative
excelente que el gobierno colombiano este dando prioridad a la poblacion mayor ellos son los mas afectados con todo esto mi abuelita ya recibio su dosis de pfizer y mi madre a la expera de que habiliten a los menores de años,positive
ni por el berraco me vacuno mucho cuento tiene esa vacuna astrazeneca,negative
es una falta de respeto con los bogotanos decir que hay disponibilidad de dosis en todos los puntos me acerque a plaza de las americas y despues de media hora me indicaron que no habia dosis de astrazeneca,negative
hoy que es mi dia de pico y cedula no hay vacunas pfizer todo mal,negative
llegaron mas de mil dosis de pfizer y moderna hoy en la ciudad de bogota,neutral
señores metro de medellin mil gracias por la informacion tengo dos dosis de astrazeneca y me vine al city plaza envigado a comfama sura estoy en fila y me pondre dosis refuerzo de moderna fueron dias angustiosos en recorridos sin exito,positive
muchos paises han aportado con donaciones a colombia pero esas dosis no se ven escases de pfizer en yopal parece que esas vacunas son solo para la capital y medellin,negative
gran trabajo del minsaludcol ya hay mas de millones de personas vacunadas en el pais en muy poco tiempo ademas vienen mas dosis de pfizer moderna y astrazeneca,positive
minsaludcol anoche arribaron dosis de vacunas del laboratorio janssen para el pnv acuerdo bilateral,neutral
mayor de no te has vacunado y quieres ir de rumba sencillo ve al puesto de vacunacion mas cercano pide una de janssen recibe tu carnet y listoasi de facil minsaludcol,positive
informacion oficial sobre la aplicacion de la tercera dosis segunda para los de janssen minsaludcol,neutral
no he podido descargar mi certificado de vacunacion mi primera vacuna janssen aparece como aplicada en una sede en colombia a la que nunca fui pues esa unica dosis me la puse afuera y la dosis refuerzo no aparece sectorsalud,neutral
este lote permitira seguir avanzando con el plan nacional de vacunacion llegaron al pais de ’ dosis de vacunas de janssen con las que se completan ’ de dosis en el pais de acuerdo con minsaludcol,neutral
con vacuna janssen quienes fuimos vacunados en colombia contra covid con vacuna janssen que se suponia era de unica dosis tambien recibiremos dosis de refuerzo a los meses minsaludcol,neutral
la recomendacion para departamentos eps e ips es que a vacuna sea diferente a las primeras no se debe negar esa posibilidad tenemos suficientes vacuna de pfizer janssen astra zeneca y al final de la semana entrante tendremos moderna disponible en todo el pais minsaludcol,neutral
seguimos a la espera de mas pfizer y moderna pero mientras tanto avanzamos con todo el entusiasmo bogotaestamejorando con la llegada de nuevas dosis de astrazeneca janssen y sinovac los equipos de sectorsalud estan desde la madrugada llevando estas vacunas a todos los puntos,positive
en valleduparcity hasta la fecha se han aplicado vacunas janssen a la poblacion de años en adelante secsaludvpar minsaludcol,positive
nuevo lote de vacunas arriba hoy a colombia aproximadamente millones de dosis de pfizer y moderna el dia de mañna se estaran distribuyendo por todo el pais,neutral
feliz de estar vacunado despues de dos meses primera dosis de moderna ahora a esperar,positive
nuevo estudio confirma una mayor efectividad de la vacuna pfizer frente a la variante delta conoce mas aqui,neutral
siguen llegando dosis de pfizer y astrazeneca a la ciudad de medellin acercate a los puntos de vacunacion disponibles,positive
a mi no me vengan con cuento de pfizer ni nada de eso esas vacunas son puro cuento,negative
dosisdeesperanza contra esta pandemia afortunada muchos no pudieron vacunarse y ya no estan con nosotros muchas gracias a al fin hoy pude vacunarme janssen esta es mi dosisdeesperanza contra esta pandemia muy organizada y rapida la vacunacion en cc carrera bogota,positive
alguien sabe donde estan aplicando janssen para refuerzo sectorsalud,neutral
es importante que las personas que se aplicaron la vacuna de janssen sepan que pueden aplicarse una dosis de refuerzo de moderna astrazeneca o la misma janssen fruizgomez,neutral
sectorsalud dio a conocer que las vacunas de pfizer en bogota se priorizaran para mujeres gestantes por orden del minsaludcol los refuerzos para el resto de la poblacion en bogota se haran con las vacunas de sinovac astrazeneca y janssen,neutral
alguien sabe si ya estan colocando pfizer en la franciscanas,neutral
pfizer es muy buena vacuna no coma cuentos,positive
cali se vacuna mucha gente en los puntos de vacunacion recuerden que hoy y mañana se estan suministrando dosis de pfizer y astrazeneca,positive
buen dia ya se encuentra disponible la vacuna pfizer en soledad sigo esperando para la segunda dosis,neutral
muchas gracias minsaludcol hoy toda mi familia esta vacunada con pfizer gran labor de los entes gubernamentales,positive
alguien sabe donde estan aplicando janssen para refuerzo,neutral
la pfizer es la peor de todas te deja muy mal malestar y debilitado fue un error haberme vacunado,negative
que tan fuerte son los efectos secundarios de la sinovac,neutral
colombia recibio nuevo lote de vacunas de janssen con este lote colombia completo dosis de vacunas de todos los laboratorios y mecanismos algo para aplaudir en gracias ivanduque minsaludcol fruizgomez,neutral
ni porque la pandemia dure años yo me pongo pfizer o sinovac esas vacunas son una estrategia para manipular al pueblo mucho ojo,negative
nuevos testeos de la vacuna sinovac contra la variante omicron,neutral
aguapanela pa las defensas nada de pfizer ni cuentos raros aca somos berracos hermano,negative
alguno sabe donde estan colocando pfizer cerca a aranjuez,neutral
ventajas de pfizer contra otras vacunas conoce aqui lo que se sabe acerca de la vacuna mas popular,neutral
sectorsalud dio a conocer que las vacunas de pfizer en bogota se priorizaran para mujeres gestantes por orden del minsaludcol los refuerzos para el resto de la poblacion en bogota se haran con las vacunas de sinovac astrazeneca y janssen,neutral
pocas dosis de astrazeneca en cali toda una jornada esperando para vacunarme y se acabaron,negative
cali sin quedo sin vacunas de pfizer moderna y janssen la secretaria de salud miyertorresa hizo un llamado al minsaludcol para que se despache un nuevo lote y asi dar continuidad al proceso especialmente para quienes esperan la segunda dosis vocesysonidos,negative
en el punto de vacunacion del aeropuerto estan poniendo janssen no hay fila sectorsalud,positive
mucho desorden en el punto de vacunacion de mompos sin dosis de pfizer y nos tienen esperando,negative
estan aplicando dosis de pfizer en el coliseo menor acercate aun quedan muchas,positive
minsaludcol buenaventura sigue esperando por dosis de astrazeneca,negative
me puse la dosis de sinovac ni loco me pongo la segunda eso es muy maluco,negative
colombia recibio nuevo lote de vacunas de janssen con este lote colombia completo dosis de vacunas de todos los laboratorios y mecanismos algo para aplaudir en gracias ivanduque minsaludcol fruizgomez,neutral
colombia recibio dosis de vacunas contra el covid del laboratorio janssen las cuales se destinaran a todo el territorio nacional segun el minsaludcol se busca impulsar con mayor fuerza el plan nacional de vacunacion,neutral
mas de mil biologicos janssen se han aplicado en santa marta,positive
colombia recibio dosis de vacunas de minsaludcol janssen que seguiran impulsando la ejecucion del plan nacional de vacunacion contra el covid,negative
y siguen con el cuento de las vacunas la pfizer no fue testeada lo suficiente y ya la estan aplicando poco respeto para el pueblo,negative
un vecino fallecio de enfermedad respiratoria despues de que le pusieran pfizer yo no me vacuno conociendo muchos casos fallidos,negative
hoy jornada de vacunacion en cali prioridad para los menores de edad se estara aplicando astrazeneca acercate a alguno de los punto de vacunacion,positive
nuevo lote de vacunas arriba hoy a la ciudad de barranquilla son mas de mil las dosis que llegan principalmente pfizer y moderna se espera que esta noche se distribuyan a los distintos puntos de vacunacion,neutral
muchos tropiezos en el plan de vacunacion escasez de distintas dosis por todo el pais pfizer y sinovac son las menos encontradas,negative
llegaron nuevas dosis de pfizer a pereira se estaran aplicando en las instalaciones del colegio anglo,positive
pueden poner una ley para vacunarse pero yo no me vacuno la pfizer y sinovac son vacunas con muy pocos testeos casi nulos,negative
muy lento el proceso de vacunacion casi horas espere para vacunarme los que esperaban dosis de refuerzo de janssen llevan mas de horas esperando a que lleguen,negative
nuevos estudios revelan que las vacunas janssen requieren de una dosis de refuerzo antes las nuevas variante delta y omicron,neutral
solo estan vacunando a la gente mayor los menores de años tiene que esperar que acaben con ese sector de la poblicion y ver que dosis queda parece que solo va quedar pfizer para nosotros,negative
a mi no me van a obligar a poner sinovac la china solo sabe hacer desastres minsaludcol,negative
falta personal en los puntos de vacunacion fui a ponerme el refuerzo para astrazeneca y tuve que esperar casi horas,negative
