,Tweet,Sentimiento,Tweet Limpio
505,arriban a las bodegas de minsaludcol dosis de vacuna covid provenientes de la farmaceutica moderna por mecanismo bilateral infopresidencia,neutral,arriban bodegas minsaludcol dosis vacuna covid provenientes farmaceutica moderna mecanismo bilateral infopresidencia
1290,hoy en el hospital santa clara se esta aplicando la ra dosis de la vacuna contra el covid a pasantes de las carreras del area de salud me dio mucho gusto ver que los jovenes estan respondiendo bien a la convocatoria de vacunacion,positive,hospital santa clara aplicando dosis vacuna covid pasantes carreras area salud gusto jovenes respondiendo convocatoria vacunacion
900,sectorsalud yo estaba priorizada en etapa por enfermedad autoinmune inmunosupresores hipertension e hipotiroidismo y fui vacunada y dosis con pfizer como hago para recibir moderna en mi refuerzo por que debo pedir certificado medico y por que no reciben historia clini,neutral,sectorsalud priorizada etapa enfermedad autoinmune inmunosupresores hipertension hipotiroidismo vacunada dosis pfizer recibir moderna refuerzo debo pedir certificado medico reciben historia clini
1462,me di sinovac no me pienso dar tercera con otra vacuna que no sea sinovac porque no traen para la gente que no se agenda por ese mismo motivo somos muchos los que no queremos mezcla pero queremos vacunarnos,neutral,sinovac pienso vacuna sinovac traen gente agenda motivo mezcla vacunarnos
64,es un fracaso el sistema de vacunacion de minsaludcol llevo esperando segunda dosis de pfizer desde hace dos semanas y aun no llegan,negative,fracaso sistema vacunacion minsaludcol llevo esperando dosis pfizer semanas llegan
1142,despues de mi primera dosis de pfizer me duele un poco el brazo pero nada en comparacion con los otros sintomas que muchos me dijeron que podria tener,positive,dosis pfizer duele brazo comparacion sintomas
1575,para ir a la universidad de antioquia debo estar vacunado completo o solo con la dosis que tengo de pfizer basta,neutral,universidad antioquia debo vacunado completo dosis pfizer basta
416,hay detalles de la vacuna astrazeneca que no me gustan siento que esa vacuna esta muy incompleta,negative,detalles vacuna astrazeneca gustan siento vacuna incompleta
937,buen dia cumplo los meses para mi vacuna de refuerzo este jueves puedo ir a vacunarme ese mismo dia desde que hora atienden si tengo moderna cual me corresponde,positive,cumplo meses vacuna refuerzo jueves vacunarme hora atienden moderna corresponde
838,mi tia esta super feliz con su dosis de sinovac me gusta mucho verla feliz,positive,tia super feliz dosis sinovac gusta verla feliz
205,en cali nada que llegan dosis de moderna minsaludcol,negative,cali llegan dosis moderna minsaludcol
328,irresponsabilidad eso de estar combinando la vacuna janssen con otras porque no hay mas dosis falta de concienca y empatia hacia el pueblo sectorsalud,negative,irresponsabilidad combinando vacuna janssen dosis falta concienca empatia pueblo sectorsalud
486,esa vacuna janssen lo deja a uno desanimado,negative,vacuna janssen deja desanimado
1034,que chiste de mal gusto que sigan usando astrazeneca despues de todos los casos de enfermedades que ha generado,negative,chiste gusto sigan usando astrazeneca casos enfermedades generado
1406,jajajaj soy yo la unica que vio janssen en tendencias y penso que pasaba algo con la vacuna,neutral,jajajaj unica vio janssen tendencias penso pasaba vacuna
1135,si me aplicaron primera dosis antes del decreto de ampliacion entre dosis puedo ir a vacunarme a los dias tengo pfizer y segunda dosis programada para hoy ademas en el carne de vacunacion tengo escrito segundad dosis para hoy,neutral,aplicaron dosis decreto ampliacion dosis vacunarme pfizer dosis programada carne vacunacion escrito segundad dosis
528,que loco todo el tema que salio de las astrazeneca,neutral,loco tema salio astrazeneca
1590,mi madre no me hace caso de vacunarse con sinovac me da miedo que ella este expuesta al virus,negative,madre caso vacunarse sinovac miedo expuesta virus
656,ahora en la guerra esa vacuna rusa va hacer estragos menos mal estoy vacunado con pfizer,negative,guerra vacuna rusa estragos vacunado pfizer
418,este fin de semana me fui a vacunar y me colocaron la moderna justo cuando salgo habian unos señores hablando que esa vacuna moderna era peligrosa y no se que la misma gente esta metiendo miedo a los demas,positive,semana vacunar colocaron moderna justo salgo habian señores hablando vacuna moderna peligrosa gente metiendo miedo demas
720,ayuden al pais y vacunense hay astrazeneca y pfizer disponible,positive,ayuden pais vacunense astrazeneca pfizer disponible
1323,dicen que la astrazeneca tiene un porcentaje muy bajo yo pienso que aunque sea bajo solo con una muerte por ello es suficiente para devolverla ya que hay otras mas seguras,negative,astrazeneca porcentaje pienso muerte suficiente devolverla seguras
759,me pone feliz saber que mi mami en colombia ya tiene sus vacunas de sinovac listas yo aca en canada aun sigo esperando,positive,pone feliz mami colombia vacunas sinovac listas aca canada sigo esperando
590,ganoso de ser pfizer pa tenerla en la cama dias seguidos jajajajaja,positive,ganoso pfizer tenerla cama seguidos jajajajaja
994,buenas tardes tengo primera dosis moderna y quiero vacunarme en segunda dosis con pfizer amparado en la resolucion de de minsalud anexo ya fui a un centro de vacunacion y me pidieron autorizacion de uds es urgente,negative,tardes dosis moderna quiero vacunarme dosis pfizer amparado resolucion minsalud anexo centro vacunacion pidieron autorizacion uds urgente
966,mañana el gobierno nacional dejara vacunar las personas entre los y años por fin me vacunare con moderna o pfizer,positive,mañana gobierno nacional dejara vacunar personas años vacunare moderna pfizer
472,que me pongan la astrazeneca si quieren pero yo ese concierto de morat no me lo pierdo por nada del mundo,positive,pongan astrazeneca quieren concierto morat pierdo mundo
1348,tambien tambien en fin tengo cita para la segunda dosis esta tarde y tengo claro que me pongoastrazenecapienso que es mejor que andar mezclando,positive,cita dosis pongoastrazenecapienso andar mezclando
131,buenos dias sirvase informarme en que sitios de cartago cuentan con vacunas de astrazeneca minsaludcol alcaldiacartago lo consulto porque en la clinica donde me colocaron la primera dosis no saben cuando les llega nuevamente,negative,sirvase informarme sitios cartago cuentan vacunas astrazeneca minsaludcol alcaldiacartago consulto clinica colocaron dosis llega nuevamente
15,la sectorsalud dio a conocer que las vacunas de pfizer en bogota se priorizaran para mujeres gestantes por orden del minsaludcol los refuerzos para el resto de la poblacion en bogota se haran con las vacunas de sinovac astrazeneca y janssen,neutral,sectorsalud vacunas pfizer bogota priorizaran mujeres gestantes orden minsaludcol refuerzos resto poblacion bogota haran vacunas sinovac astrazeneca janssen
439,era solo una dosis de janssen y ahora quieren meter otra esto ya es un despelote,negative,dosis janssen quieren meter despelote
1560,tengo varios conocidos que trabajan en el hospital uno me dijo que penso morir con el pinchazo de pfizer pero que no hay colapso otro celador dijo que vio cosas terribles en el hospital,neutral,conocidos trabajan hospital penso morir pinchazo pfizer colapso celador vio cosas terribles hospital
476,ya con años uno para que se va poner esas vacunas de sinovac todo eso ya no hace falta,negative,años vacunas sinovac falta
1613,tengo derecho a escoger si vacunarme o no nadie debe de obligarme a hacer nada parece que se les olvida el libre albedrio,negative,derecho escoger vacunarme obligarme olvida libre albedrio
1409,yo pienso igualcuando comience la franja e incluso estan y pensando ya en a ambos le meteran astrazeneca,neutral,pienso igualcuando comience franja pensando meteran astrazeneca
1129,no mas astrazeneca el pueblo tiene dignidad,negative,astrazeneca pueblo dignidad
1527,me pondre una tercera dosis segun lo que se indico en los estudios de pfizer no lo que se le ocurre a un ministro de izquierda,positive,pondre dosis indico estudios pfizer ocurre ministro izquierda
1394,en mi familia entre abuelos tios primos cero efectos secundarioscon dos dosis de sinovac pfizer astrazeneca y personas con la dosis unica dejanssen entre ellos yo,positive,familia abuelos tios primos cero efectos secundarioscon dosis sinovac pfizer astrazeneca personas dosis unica dejanssen
103,bogota recibio mas de mil dosis de las vacunas de astrazeneca sinovac y janssen que se usaran para completar e iniciar esquemas de vacunacion sectorsalud,positive,bogota recibio mil dosis vacunas astrazeneca sinovac janssen usaran completar iniciar esquemas vacunacion sectorsalud
1188,leo a mucho marica quejandose porque que en elunico aplican la vacuna de sinovac esa marea de publicaciones puede inhibir la aplicacion en quien no tiene muy claro que hacer y pienso que cualquier pieza de desinformacion que vaya contra la salud publica debe tener contestacion,positive,leo marica quejandose elunico aplican vacuna sinovac marea publicaciones inhibir aplicacion pienso pieza desinformacion salud publica contestacion
60,mediante el sistema de covax colombia se vio beneficiado con aproximadamente millon de dosis de pfizer informa minsaludcol,neutral,sistema covax colombia vio beneficiado millon dosis pfizer informa minsaludcol
794,vacunarse te arruina la vida no lo hagan ninguna vacuna esta lista para el uso en humanos miren nada mas los desastres que han generado astrazeneca,negative,vacunarse arruina vida hagan vacuna lista humanos miren desastres generado astrazeneca
78,sectorsalud informa que hay pocas dosis de astrazeneca en la ciudad de bogota,negative,sectorsalud informa dosis astrazeneca ciudad bogota
391,jajajajaja ni bobo que fuera yo pa ponerme la astrazeneca esa vacuna es la peor,negative,jajajajaja bobo ponerme astrazeneca vacuna
165,un equipo de cientificos identifica el posible origen de los trombos vinculados con la vacuna de astrazeneca de esto no dicen nada,negative,equipo cientificos identifica origen trombos vinculados vacuna astrazeneca
1127,ni en china usan esa sinovac y en colombia encantados poniendo esa cochinada,negative,china sinovac colombia encantados poniendo cochinada
987,fruizgomez seguro llega la moderna y se va enseguida en conocidos de conocidos lo digo porque me chupe toda una fila mas de horas para vacunarme y las chicas de vacunacion hicieron magiasi hicieron aparecer personas que no estabas en filas ni un carajo,negative,fruizgomez seguro llega moderna conocidos conocidos digo chupe fila horas vacunarme chicas vacunacion magiasi aparecer personas estabas filas carajo
1150,pido encarecidamente a la comunidad en general que vengan a vacunarse al cc titan plaza es rapido sin muchas filas hasta ahora sin ningun sintoma gracias a dios,positive,pido encarecidamente comunidad general vengan vacunarse titan plaza rapido filas ningun sintoma gracias dios
1001,muy organizado el centro de vacunacion del centro comercial unico tienen filas distintas para aplicar la primera dosis de pfizer todo muy rapido y comodo,positive,organizado centro vacunacion centro comercial unico filas distintas aplicar dosis pfizer rapido comodo
349,vacunate es mejor estar seguro que esperar a que te de el covid esta semana estuvieron colocando pfizer,positive,vacunate seguro esperar covid semana estuvieron colocando pfizer
185,si mi padre se vacuno con moderna y no le paso nada a mi tampoco,positive,padre vacuno moderna paso
1321,yo cada vez que pienso en la vacuna de astrazenecaespero que no compren esa vacuna por lo menos yo no me la pienso poner y creo que como yo somos muchos pensando lo mismo no boten la plata,negative,pienso vacuna astrazenecaespero compren vacuna pienso pensando boten plata
